PolicyID,PolicyType,Title,Description,EffectiveDate,LastUpdated
POL730,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-07-19,2021-03-30
POL731,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-07-19,2021-10-12
POL732,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-18,2020-12-19
POL733,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-05-25,2022-10-06
POL734,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-04-26,2020-09-03
POL735,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-05-24,2020-12-21
POL736,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-03-30,2020-06-04
POL737,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-02-21,2022-04-09
POL738,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-01-02,2021-03-23
POL739,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-07-09,2022-08-23
POL740,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-01-22,2020-08-27
POL741,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-06-13,2021-01-31
POL742,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-05-01,2021-10-06
POL743,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-01-27,2020-06-25
POL744,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-08-27,2020-10-19
POL745,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-04-04,2021-01-17
POL746,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-07-14,2022-12-07
POL747,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-05-11,2021-11-01
POL748,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-08-25,2022-01-06
POL749,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-12-13,2021-10-13
POL750,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-01-03,2021-06-18
POL751,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-03-29,2021-01-16
POL752,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-12-23,2021-11-20
POL753,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-11-07,2021-10-04
POL754,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-04-24,2022-02-24
POL755,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-11-01,2021-03-23
POL756,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-12-07,2022-04-07
POL757,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-03-27,2023-03-07
POL758,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-08-02,2023-06-09
POL759,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-08-31,2021-03-27
POL760,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-01-05,2021-11-27
POL761,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-05-22,2022-10-23
POL762,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-09-07,2022-04-18
POL763,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-06-01,2021-05-25
POL764,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-03-08,2022-01-17
POL765,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-01-18,2022-03-01
POL766,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-10-24,2022-02-01
POL767,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-08-17,2020-11-09
POL768,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-09-14,2022-05-04
POL769,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-03-28,2020-05-04
POL770,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-09-26,2021-09-17
POL771,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-02-11,2022-12-28
POL772,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-08-03,2020-12-11
POL773,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-03-26,2023-02-09
POL774,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-03-10,2021-07-24
POL775,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-05-01,2021-03-24
POL776,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-08-29,2021-06-15
POL777,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-04-05,2021-01-03
POL778,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-11-24,2021-01-12
POL779,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-12-09,2021-07-28
POL780,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-01-13,2022-07-03
POL781,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-05-28,2020-11-24
POL782,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-08-16,2023-04-11
POL783,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-02-21,2022-08-09
POL784,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-09-26,2022-06-01
POL785,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-02-23,2020-06-16
POL786,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-09-25,2022-11-19
POL787,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-01-18,2020-09-09
POL788,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-12-28,2022-07-19
POL789,Scholarships,Sports Scholarships,"The Sports Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-06-22,2022-03-12
POL790,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-05-24,2021-07-27
POL791,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-05-18,2020-12-03
POL792,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-09-19,2021-12-10
POL793,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-05-25,2021-10-22
POL794,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-05-18,2021-03-03
POL795,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-01-28,2020-11-14
POL796,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-06-28,2022-09-03
POL797,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-05-04,2021-11-03
POL798,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-06-20,2022-11-11
POL799,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-06-11,2021-07-27
POL800,Exams,Final Exam Schedule Policy,"The Final Exam Schedule Policy sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-10-16,2021-06-05
POL801,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-05-13,2020-09-04
POL802,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-04-21,2021-02-08
POL803,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-03-22,2021-09-12
POL804,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-03-29,2021-08-15
POL805,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-08-09,2021-07-26
POL806,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-05-31,2021-07-07
POL807,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-09-05,2023-02-21
POL808,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-11-22,2022-01-16
POL809,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-07,2020-09-30
POL810,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2020-11-11,2021-04-07
POL811,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-04-05,2020-08-24
POL812,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-12-14,2022-06-04
POL813,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-05-17,2020-09-29
POL814,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-02-07,2022-08-07
POL815,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-12-29,2021-04-08
POL816,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-04-24,2022-12-26
POL817,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-07-23,2021-07-08
POL818,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-03-11,2021-04-12
POL819,Exams,Exam Retake Rules,"The Exam Retake Rules sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2022-02-21,2022-05-01
POL820,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-02-14,2023-01-22
POL821,Admissions,Undergraduate Application Requirements,"The Undergraduate Application Requirements outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-01-26,2021-12-25
POL822,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-11-08,2022-09-08
POL823,Tuition,Undergraduate Tuition Fees,"The Undergraduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-03-26,2022-05-30
POL824,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-06-05,2022-10-24
POL825,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-01-10,2022-04-19
POL826,Attendance,Attendance and Participation Grades,The Attendance and Participation Grades defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-06-16,2023-02-12
POL827,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-08-28,2022-05-03
POL828,Tuition,Installment Plans,"The Installment Plans provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-05-13,2020-09-10
POL829,Graduation,Commencement Ceremony Guidelines,"The Commencement Ceremony Guidelines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-11-24,2022-10-31
POL830,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-06-03,2021-12-14
POL831,Tuition,Graduate Tuition Fees,"The Graduate Tuition Fees provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-11-27,2021-04-03
POL832,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-08-22,2021-07-13
POL833,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-12-09,2021-10-06
POL834,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2022-09-13,2023-06-11
POL835,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-07-01,2022-05-28
POL836,Scholarships,Merit-Based Scholarship,"The Merit-Based Scholarship explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-06-03,2023-03-25
POL837,Graduation,Graduation Fee Policy,"The Graduation Fee Policy specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-08-01,2022-06-22
POL838,Admissions,Transfer Student Policy,"The Transfer Student Policy outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-06-10,2021-01-18
POL839,Admissions,Late Application Handling,"The Late Application Handling outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-03-29,2021-08-25
POL840,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-11-30,2022-11-13
POL841,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-02-12,2022-04-23
POL842,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-10-04,2021-04-20
POL843,Graduation,Graduation Application Deadlines,"The Graduation Application Deadlines specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-02-08,2021-06-27
POL844,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2020-02-06,2020-10-30
POL845,Scholarships,International Student Scholarships,"The International Student Scholarships explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-07-27,2021-11-27
POL846,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2021-11-01,2022-03-27
POL847,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-03-24,2021-06-13
POL848,Admissions,Graduate Program Admission Criteria,"The Graduate Program Admission Criteria outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2021-04-13,2021-10-02
POL849,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2022-03-08,2023-01-23
POL850,Tuition,Refund Policy on Withdrawal,"The Refund Policy on Withdrawal provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2020-12-31,2021-03-22
POL851,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-10-04,2021-08-06
POL852,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-05-27,2020-10-05
POL853,Attendance,Class Attendance Requirements,The Class Attendance Requirements defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-08-13,2021-05-29
POL854,Attendance,Leave of Absence Policy,The Leave of Absence Policy defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-04-16,2021-01-14
POL855,Admissions,International Student Guidelines,"The International Student Guidelines outlines eligibility criteria, required documents, and application deadlines. Students must provide official transcripts, standardized test scores (if applicable), and recommendation letters. Exceptions may apply for transfer or international students.",2022-03-31,2022-10-17
POL856,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-08-13,2022-06-18
POL857,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-01-22,2022-11-12
POL858,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2021-07-20,2022-06-02
POL859,Exams,Cheating and Misconduct Consequences,"The Cheating and Misconduct Consequences sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-08-12,2022-07-31
POL860,Exams,Grading Scale and GPA Calculation,"The Grading Scale and GPA Calculation sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2021-05-13,2021-08-20
POL861,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-07-17,2021-02-14
POL862,Scholarships,Scholarship Renewal Conditions,"The Scholarship Renewal Conditions explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2021-10-14,2022-05-11
POL863,Attendance,Chronic Absenteeism Consequences,The Chronic Absenteeism Consequences defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-08-10,2021-04-04
POL864,Exams,Make-up Exam Procedures,"The Make-up Exam Procedures sets rules for exam schedules, grading standards, and retake opportunities. Misconduct, such as cheating, results in disciplinary actions.",2020-11-22,2021-07-17
POL865,Attendance,Excused Absence Documentation,The Excused Absence Documentation defines expectations for class participation and acceptable documentation for absences. Excessive unexcused absences may impact grades or enrollment status.,2020-12-31,2021-09-05
POL866,Tuition,Payment Deadlines,"The Payment Deadlines provides detailed information about tuition costs, due dates, and payment methods. Students may request installment plans, and refunds are available under specific conditions for withdrawals.",2021-11-02,2022-09-16
POL867,Graduation,Thesis/Capstone Submission,"The Thesis/Capstone Submission specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2022-02-12,2022-04-11
POL868,Graduation,Minimum Credit Requirements,"The Minimum Credit Requirements specifies credit requirements, capstone/thesis submissions, deadlines, and fee structures. Students must meet academic and administrative obligations before graduation.",2020-06-26,2021-03-16
POL869,Scholarships,Need-Based Financial Aid,"The Need-Based Financial Aid explains eligibility, application procedures, and renewal requirements. Students must maintain a minimum GPA and comply with conduct regulations to remain eligible.",2022-05-30,2023-04-15
